"genes"	"HGNC.symbol"
"17245"	"Fam222a"	"FAM222A"
"17246"	"Kcnn4"	"KCNN4"
"17247"	"Slc30a2"	"SLC30A2"
"17248"	"4931428F04Rik"	"KIAA0895L"
"17249"	"Sycn"	"SYCN"
"17250"	"Desi2"	"DESI2"
"17251"	"Knop1"	"KNOP1"
"17252"	"Retreg3"	"RETREG3"
"17253"	"Shoc2"	"SHOC2"
"17254"	"Ccdc47"	"CCDC47"
"17255"	"Mlf1"	"MLF1"
"17256"	"Vps13b"	"VPS13B"
"17257"	"4930430F08Rik"	"C12orf29"
"17258"	"Ces4a"	"CES4A"
"17259"	"Hsbp1"	"HSBP1"
"17260"	"Fam71f2"	"FAM71F2"
"17261"	"Tlk2"	"TLK2"
"17262"	"Tbl1x"	"TBL1Y"
"17263"	"Aacs"	"AACS"
"17264"	"Mettl2"	"METTL2A"
"17265"	"Dpy19l4"	"DPY19L4"
"17266"	"Narf"	"NARF"
"17267"	"Marcksl1"	"MARCKSL1"
"17268"	"Fam91a1"	"FAM91A1"
"17269"	"Snu13"	"SNU13"
"17270"	"Hsd17b14"	"HSD17B14"
"17271"	"Pla2g12b"	"PLA2G12B"
"17272"	"Scly"	"SCLY"
"17273"	"Lin7a"	"LIN7A"
"17274"	"Usp20"	"USP20"
"17275"	"BC005624"	"C9orf78"
"17276"	"Slc9a3r2"	"SLC9A3R2"
"17277"	"Oas1e"	"OAS1"
"17278"	"Kif1a"	"KIF1A"
"17279"	"Ift22"	"IFT22"
"17280"	"Rac3"	"RAC3"
"17281"	"Gm525"	"C17orf67"
"17282"	"Psg16"	"PSG2"
"17283"	"Psg16"	"PSG9"
"17284"	"Txnl4a"	"TXNL4A"
"17285"	"Snrnp25"	"SNRNP25"
"17286"	"Cables1"	"CABLES1"
"17287"	"Rgp1"	"RGP1"
"17288"	"Hmgn5"	"HMGN5"
"17289"	"Ccdc18"	"CCDC18"
"17290"	"Hpse"	"HPSE"
"17291"	"Dctn4"	"DCTN4"
"17292"	"Sectm1a"	"SECTM1"
"17293"	"Gosr2"	"GOSR2"
"17294"	"Mcm6"	"MCM6"
"17295"	"Naa25"	"NAA25"
"17296"	"Olfml3"	"OLFML3"
"17297"	"Ptch1"	"PTCH1"
"17298"	"Wnt10b"	"WNT10B"
"17299"	"Rgma"	"RGMA"
"17300"	"Dnajb2"	"DNAJB2"
"17301"	"Rho"	"RHO"
"17302"	"Slc13a2"	"SLC13A2"
"17303"	"Atxn7l3b"	"ATXN7L3B"
"17304"	"Ugt1a1"	"UGT1A1"
"17305"	"Tmem98"	"TMEM98"
"17306"	"Shisa8"	"SHISA8"
"17307"	"Rxfp1"	"RXFP1"
"17308"	"Cd177"	"CD177"
"17309"	"Hspa14"	"HSPA14"
"17310"	"Tbc1d23"	"TBC1D23"
"17311"	"Magohb"	"MAGOHB"
"17312"	"Ush2a"	"USH2A"
"17313"	"Sars2"	"SARS2"
"17314"	"Prss54"	"PRSS54"
"17315"	"Rabep2"	"RABEP2"
"17316"	"Maged2"	"MAGED2"
"17317"	"Adam15"	"ADAM15"
"17318"	"Nkx6-3"	"NKX6-3"
"17319"	"Dhx37"	"DHX37"
"17320"	"Lin9"	"LIN9"
"17321"	"Csnk1d"	"CSNK1D"
"17322"	"Rbm44"	"RBM44"
"17323"	"Nxph4"	"NXPH4"
"17324"	"Cks1b"	"CKS1B"
"17325"	"Tmem120b"	"TMEM120B"
"17326"	"Lrrc58"	"LRRC58"
"17327"	"Nkx6-1"	"NKX6-1"
"17328"	"Ccdc173"	"CCDC173"
"17329"	"Foxp1"	"FOXP1"
"17330"	"Pak2"	"PAK2"
"17331"	"Kcnip4"	"KCNIP4"
"17332"	"Gm960"	"C11orf80"
"17333"	"Ift81"	"IFT81"
"17334"	"Twf1"	"TWF1"
"17335"	"Slc19a1"	"SLC19A1"
"17336"	"Myo1d"	"MYO1D"
"17337"	"Zfp87"	"ZNF429"
"17338"	"Scaf8"	"SCAF8"
"17339"	"Olfr286"	"OR10AD1"
"17340"	"Il16"	"IL16"
"17341"	"Prdm5"	"PRDM5"
"17342"	"Tctex1d4"	"TCTEX1D4"
"17343"	"Tmem170"	"TMEM170A"
"17344"	"Lrp1b"	"LRP1B"
"17345"	"Poldip2"	"POLDIP2"
"17346"	"Ccdc15"	"CCDC15"
"17347"	"Myo1h"	"MYO1H"
"17348"	"Nell2"	"NELL2"
"17349"	"Tmem45a2"	"TMEM45A"
"17350"	"Mid1ip1"	"MID1IP1"
"17351"	"Nrbp2"	"NRBP2"
"17352"	"Prrt2"	"PRRT2"
"17353"	"Tas2r105"	"TAS2R10"
"17354"	"2410131K14Rik"	"C12orf49"
"17355"	"Cd63"	"CD63"
"17356"	"Clec4g"	"CLEC4G"
"17357"	"Reg1"	"REG1A"
"17358"	"Htr2c"	"HTR2C"
"17359"	"Myadml2"	"MYADML2"
"17360"	"Krtap1-5"	"KRTAP1-5"
"17361"	"Krtap1-5"	"KRTAP1-4"
"17362"	"Krtap1-5"	"KRTAP1-3"
"17363"	"Krtap1-5"	"KRTAP1-1"
"17364"	"Tex2"	"TEX2"
"17365"	"Spire2"	"SPIRE2"
"17366"	"Dock11"	"DOCK11"
"17367"	"Ing4"	"ING4"
"17368"	"Dnajc14"	"DNAJC14"
"17369"	"Golga4"	"GOLGA4"
"17370"	"Traf1"	"TRAF1"
"17371"	"Irx5"	"IRX5"
"17372"	"2610301B20Rik"	"C8orf37"
"17373"	"Tm4sf20"	"TM4SF20"
"17374"	"Spatc1"	"SPATC1"
"17375"	"Ogfod3"	"OGFOD3"
"17376"	"Baiap2"	"BAIAP2"
"17377"	"Prkcd"	"PRKCD"
"17378"	"Gemin2"	"GEMIN2"
"17379"	"Mrps23"	"MRPS23"
"17380"	"Cr2"	"CR2"
"17381"	"Scn1b"	"SCN1B"
"17382"	"Mtr"	"MTR"
"17383"	"Galnt15"	"GALNT15"
"17384"	"Vps29"	"VPS29"
"17385"	"Ecd"	"ECD"
"17386"	"Eed"	"EED"
"17387"	"Scn1a"	"SCN1A"
"17388"	"Prrc2c"	"PRRC2C"
"17389"	"Pou3f4"	"POU3F4"
"17390"	"1700028K03Rik"	"C1orf146"
"17391"	"Avpr2"	"AVPR2"
"17392"	"Grem2"	"GREM2"
"17393"	"Cenpf"	"CENPF"
"17394"	"Sesn1"	"SESN1"
"17395"	"Nfe2l1"	"NFE2L1"
"17396"	"Nae1"	"NAE1"
"17397"	"Hoxc6"	"HOXC6"
"17398"	"Hsd17b6"	"HSD17B6"
"17399"	"Rbms2"	"RBMS2"
"17400"	"Ugt1a10"	"UGT1A8"
"17401"	"Ugt1a10"	"UGT1A7"
"17402"	"Ugt1a10"	"UGT1A10"
"17403"	"Ugt1a10"	"UGT1A9"
"17404"	"Endov"	"ENDOV"
"17405"	"Myrfl"	"MYRFL"
"17406"	"Dennd2c"	"DENND2C"
"17407"	"Bzw1"	"BZW1"
"17408"	"Adipor2"	"ADIPOR2"
"17409"	"St18"	"ST18"
"17410"	"Muc20"	"MUC20"
"17411"	"Nr5a2"	"NR5A2"
"17412"	"Phldb3"	"PHLDB3"
"17413"	"Desi1"	"DESI1"
"17414"	"Zfp428"	"ZNF428"
"17415"	"Mbtps1"	"MBTPS1"
"17416"	"Vwc2l"	"VWC2L"
"17417"	"Nid2"	"NID2"
"17418"	"Tex38"	"TEX38"
"17419"	"Rpl13"	"RPL13"
"17420"	"Timp4"	"TIMP4"
"17421"	"Stk19"	"STK19"
"17422"	"Neu4"	"NEU4"
"17423"	"Iqgap2"	"IQGAP2"
"17424"	"Spatc1l"	"SPATC1L"
"17425"	"Sh3gl2"	"SH3GL2"
"17426"	"Grin2c"	"GRIN2C"
"17427"	"Rdh19"	"RDH16"
"17428"	"Mei1"	"MEI1"
"17429"	"Klk1b1"	"KLK3"
"17430"	"Srsf2"	"SRSF2"
"17431"	"Gas8"	"GAS8"
"17432"	"Prelid1"	"PRELID1"
"17433"	"Tmem241"	"TMEM241"
"17434"	"Pus7"	"PUS7"
"17435"	"Kif2c"	"KIF2C"
"17436"	"Csf1"	"CSF1"
"17437"	"Gm614"	"CXorf65"
"17438"	"Ralgps1"	"RALGPS1"
"17439"	"Samd12"	"SAMD12"
"17440"	"Ibtk"	"IBTK"
"17441"	"Taf1c"	"TAF1C"
"17442"	"Tmem243"	"TMEM243"
"17443"	"Cbx8"	"CBX8"
"17444"	"Trim17"	"TRIM17"
"17445"	"Polr2c"	"POLR2C"
"17446"	"Icam2"	"ICAM2"
"17447"	"Irgq"	"IRGQ"
"17448"	"Mpg"	"MPG"
"17449"	"Slc5a8"	"SLC5A8"
"17450"	"Tgfbr3l"	"TGFBR3L"
"17451"	"Opn3"	"OPN3"
"17452"	"Cox10"	"COX10"
"17453"	"6430548M08Rik"	"KIAA0513"
"17454"	"Gins2"	"GINS2"
"17455"	"Twsg1"	"TWSG1"
"17456"	"Pdzd11"	"PDZD11"
"17457"	"Klf15"	"KLF15"
"17458"	"Klhl41"	"KLHL41"
"17459"	"Ago2"	"AGO2"
"17460"	"Gpr101"	"GPR101"
"17461"	"Nr2f2"	"NR2F2"
"17462"	"Tnip3"	"TNIP3"
"17463"	"Kcnmb4"	"KCNMB4"
"17464"	"Tomm6"	"TOMM6"
"17465"	"Gjc2"	"GJC2"
"17466"	"Pak3"	"PAK3"
"17467"	"Chmp7"	"CHMP7"
"17468"	"Aatk"	"AATK"
"17469"	"Csf3"	"CSF3"
"17470"	"Rnf181"	"RNF181"
"17471"	"Lpin3"	"LPIN3"
"17472"	"Prkag3"	"PRKAG3"
"17473"	"Josd1"	"JOSD1"
"17474"	"Me1"	"ME1"
"17475"	"Mrgpra4"	"MRGPRX1"
"17476"	"Mrgpra4"	"MRGPRX2"
"17477"	"Ddx46"	"DDX46"
"17478"	"Exoc7"	"EXOC7"
"17479"	"Exosc4"	"EXOSC4"
"17480"	"Pik3c2b"	"PIK3C2B"
"17481"	"Sox14"	"SOX14"
"17482"	"Klk8"	"KLK8"
"17483"	"Ubr1"	"UBR1"
"17484"	"Arpc3"	"ARPC3"
"17485"	"Spin4"	"SPIN4"
"17486"	"Slc12a8"	"SLC12A8"
"17487"	"Sarm1"	"SARM1"
"17488"	"Psg28"	"PSG2"
"17489"	"Psg28"	"PSG9"
"17490"	"Ccl2"	"CCL2"
"17491"	"Tmem64"	"TMEM64"
"17492"	"Vezf1"	"VEZF1"
"17493"	"Ogfod2"	"OGFOD2"
"17494"	"Epb41l1"	"EPB41L1"
"17495"	"Gm45928"	"POLD4"
"17496"	"Nr2c1"	"NR2C1"
"17497"	"Tiam2"	"TIAM2"
"17498"	"Dnah7c"	"DNAH7"
"17499"	"Mon1b"	"MON1B"
"17500"	"Zcchc4"	"ZCCHC4"
"17501"	"Ggcx"	"GGCX"
"17502"	"Gramd1a"	"GRAMD1A"
"17503"	"Abca6"	"ABCA6"
"17504"	"Rad9a"	"RAD9A"
"17505"	"Zfp36l2"	"ZFP36L2"
"17506"	"Tada2a"	"TADA2A"
"17507"	"Mrgpra2a"	"MRGPRX1"
"17508"	"Mrgpra2a"	"MRGPRX2"
"17509"	"Prune1"	"PRUNE1"
"17510"	"Defb42"	"DEFB136"
"17511"	"Snora52"	"SNORA52"
"17512"	"Arhgap36"	"ARHGAP36"
"17513"	"Cers2"	"CERS2"
"17514"	"Tfpi"	"TFPI"
"17515"	"Myog"	"MYOG"
"17516"	"Vhl"	"VHLL"
"17517"	"Cep131"	"CEP131"
"17518"	"Dbr1"	"DBR1"
"17519"	"Ubxn7"	"UBXN7"
"17520"	"Krt12"	"KRT12"
"17521"	"Prickle4"	"PRICKLE4"
"17522"	"Cd209d"	"CD209"
"17523"	"Vtn"	"VTN"
"17524"	"Gtf2e1"	"GTF2E1"
"17525"	"Spc25"	"SPC25"
"17526"	"Cflar"	"CFLAR"
"17527"	"Zscan22"	"ZSCAN22"
"17528"	"Ube2f"	"UBE2F-SCLY"
"17529"	"Ube2f"	"UBE2F"
"17530"	"Clk1"	"CLK1"
"17531"	"4930579G24Rik"	"C4orf46"
"17532"	"Ring1"	"RING1"
"17533"	"Fbxw13"	"FBXW12"
"17534"	"Adamts4"	"ADAMTS4"
"17535"	"Gm2022"	"EIF1AX"
"17536"	"Fga"	"FGA"
"17537"	"Rhebl1"	"RHEBL1"
"17538"	"Gabpb2"	"GABPB2"
"17539"	"Igsf1"	"IGSF1"
"17540"	"Asb10"	"ASB10"
"17541"	"Syn2"	"SYN2"
"17542"	"Adora1"	"ADORA1"
"17543"	"Ldhd"	"LDHD"
"17544"	"Sla"	"SLA"
"17545"	"Slc30a3"	"SLC30A3"
"17546"	"Npy2r"	"NPY2R"
"17547"	"Abca12"	"ABCA12"
"17548"	"Krt31"	"KRT33A"
"17549"	"Borcs5"	"BORCS5"
"17550"	"Sdr42e1"	"SDR42E1"
"17551"	"Cfap126"	"CFAP126"
"17552"	"Zfp641"	"ZNF641"
"17553"	"Nckap5"	"NCKAP5"
"17554"	"Rps6kb2"	"RPS6KB2"
"17555"	"Stard8"	"STARD8"
"17556"	"Kcnj9"	"KCNJ9"
"17557"	"Ndel1"	"NDEL1"
"17558"	"Kif4"	"KIF4A"
"17559"	"Mettl24"	"METTL24"
"17560"	"Mob4"	"MOB4"
"17561"	"Elf3"	"ELF3"
"17562"	"Cacna1g"	"CACNA1G"
"17563"	"Des"	"DES"
"17564"	"Calcrl"	"CALCRL"
"17565"	"Gp9"	"GP9"
"17566"	"Mospd2"	"MOSPD2"
"17567"	"Kcnj16"	"KCNJ16"
"17568"	"Lrrc6"	"LRRC6"
"17569"	"Crlf2"	"CRLF2"
"17570"	"Efcab10"	"EFCAB10"
"17571"	"Slc39a11"	"SLC39A11"
"17572"	"Ddx55"	"DDX55"
"17573"	"Tmem53"	"TMEM53"
"17574"	"Rgs11"	"RGS11"
"17575"	"Smc1a"	"SMC1A"
"17576"	"Cbwd1"	"CBWD6"
"17577"	"Cbwd1"	"CBWD3"
"17578"	"Slc24a4"	"SLC24A4"
"17579"	"Aplf"	"APLF"
"17580"	"Krtap9-5"	"KRTAP9-1"
"17581"	"Card14"	"CARD14"
"17582"	"Ccdc57"	"CCDC57"
"17583"	"Gramd1c"	"GRAMD1C"
"17584"	"Tmem163"	"TMEM163"
"17585"	"Zfp366"	"ZNF366"
"17586"	"Ruvbl1"	"RUVBL1"
"17587"	"Fbp1"	"FBP1"
"17588"	"Dennd6a"	"DENND6A"
"17589"	"Foxc2"	"FOXC2"
"17590"	"Mrpl3"	"MRPL3"
"17591"	"Lekr1"	"LEKR1"
"17592"	"Mia2"	"CTAGE1"
"17593"	"Pcdh18"	"PCDH18"
"17594"	"Isl2"	"ISL2"
"17595"	"Dynll2"	"DYNLL2"
"17596"	"Cep97"	"CEP97"
"17597"	"Ppargc1b"	"PPARGC1B"
"17598"	"Smim10l1"	"SMIM10L1"
"17599"	"Efcab11"	"EFCAB11"
"17600"	"Med14"	"MED14"
"17601"	"Morn3"	"MORN3"
"17602"	"Gbx2"	"GBX2"
"17603"	"Elk4"	"ELK4"
"17604"	"Tspan7"	"TSPAN7"
"17605"	"Kbtbd12"	"KBTBD12"
"17606"	"Sarnp"	"SARNP"
"17607"	"Efcab1"	"EFCAB1"
"17608"	"Zbtb11"	"ZBTB11"
"17609"	"Lims2"	"LIMS2"
"17610"	"Spata2l"	"SPATA2L"
"17611"	"Rock2"	"ROCK2"
"17612"	"Ptges3l"	"PTGES3L"
"17613"	"Rab21"	"RAB21"
"17614"	"Kin"	"KIN"
"17615"	"Eif1ax"	"EIF1AX"
"17616"	"Nccrp1"	"NCCRP1"
"17617"	"Hsf1"	"HSF1"
"17618"	"Ptrhd1"	"PTRHD1"
"17619"	"Mro"	"MRO"
"17620"	"Rasa2"	"RASA2"
"17621"	"Sytl5"	"SYTL5"
"17622"	"Tg"	"TG"
"17623"	"Mgat5"	"MGAT5"
"17624"	"Otogl"	"OTOGL"
"17625"	"Arhgap17"	"ARHGAP17"
"17626"	"Chit1"	"CHIT1"
"17627"	"Rybp"	"RYBP"
"17628"	"Gng4"	"GNG4"
"17629"	"Csnk1e"	"TPTEP2-CSNK1E"
"17630"	"Csnk1e"	"CSNK1E"
"17631"	"Srgap1"	"SRGAP1"
"17632"	"Pik3ap1"	"PIK3AP1"
"17633"	"Jam3"	"JAM3"
"17634"	"Usp19"	"USP19"
"17635"	"Cyp2d11"	"CYP2D6"
"17636"	"Lrp6"	"LRP6"
"17637"	"Uxs1"	"UXS1"
"17638"	"Ints8"	"INTS8"
"17639"	"Krtap12-1"	"KRTAP4-5"
"17640"	"Tmem123"	"TMEM123"
"17641"	"Bche"	"BCHE"
"17642"	"Kifc3"	"KIFC3"
"17643"	"Klk4"	"KLK4"
"17644"	"2810459M11Rik"	"C2orf72"
"17645"	"Nosip"	"NOSIP"
"17646"	"Acaa1b"	"ACAA1"
"17647"	"Pard6g"	"PARD6G"
"17648"	"Hesx1"	"HESX1"
"17649"	"Il12a"	"IL12A"
"17650"	"Irf8"	"IRF8"
"17651"	"Kmt5a"	"KMT5A"
"17652"	"Klhl12"	"KLHL12"
"17653"	"Ephb1"	"EPHB1"
"17654"	"Spin2d"	"SPIN2B"
"17655"	"Spin2d"	"SPIN2A"
"17656"	"Pde5a"	"PDE5A"
"17657"	"Ttc36"	"TTC36"
"17658"	"Gpr20"	"GPR20"
"17659"	"Fam71f1"	"FAM71F1"
"17660"	"Jph1"	"JPH1"
"17661"	"Abca5"	"ABCA5"
"17662"	"Gpatch2"	"GPATCH2"
"17663"	"Kcnab1"	"KCNAB1"
"17664"	"Poglut1"	"POGLUT1"
"17665"	"Calhm1"	"CALHM1"
"17666"	"H2al1k"	"H2AL1RP"
"17667"	"Rnf225"	"RNF225"
"17668"	"0610012G03Rik"	"NCBP2AS2"
"17669"	"Krt27"	"KRT27"
"17670"	"Pja1"	"PJA1"
"17671"	"Tbc1d15"	"TBC1D15"
"17672"	"Urb2"	"URB2"
"17673"	"Osbpl11"	"OSBPL11"
"17674"	"Tepp"	"TEPP"
"17675"	"Ero1lb"	"ERO1B"
"17676"	"Clec3a"	"CLEC3A"
"17677"	"Rbl2"	"RBL2"
"17678"	"Ankrd52"	"ANKRD52"
"17679"	"Zfp94"	"ZNF45"
"17680"	"Rilpl2"	"RILPL2"
"17681"	"Mrpl55"	"MRPL55"
"17682"	"Txndc15"	"TXNDC15"
"17683"	"Tfg"	"TFG"
"17684"	"Mob1a"	"MOB1A"
"17685"	"Tlr9"	"TLR9"
"17686"	"Rfesd"	"RFESD"
"17687"	"Arl6ip4"	"ARL6IP4"
"17688"	"Pabpc5"	"PABPC5"
"17689"	"Defb22"	"DEFB134"
"17690"	"Syt2"	"SYT2"
"17691"	"Dbx2"	"DBX2"
"17692"	"Pik3cb"	"PIK3CB"
"17693"	"Slc41a1"	"SLC41A1"
"17694"	"Rad54b"	"FSBP"
"17695"	"Rad54b"	"RAD54B"
"17696"	"Mapkapk2"	"MAPKAPK2"
"17697"	"Copz2"	"COPZ2"
"17698"	"Rhpn2"	"RHPN2"
"17699"	"Psmd3"	"PSMD3"
"17700"	"Ccdc36"	"CCDC36"
"17701"	"Cdr2l"	"CDR2L"
"17702"	"Syngr3"	"SYNGR3"
"17703"	"Rps6ka6"	"RPS6KA6"
"17704"	"Prr23a3"	"PRR23A"
"17705"	"Prr23a3"	"PRR23C"
"17706"	"Prr23a3"	"PRR23B"
"17707"	"Atp5c1"	"ATP5F1C"
"17708"	"Drd3"	"DRD3"
"17709"	"Ctnna2"	"CTNNA2"
"17710"	"Cd209b"	"CD209"
"17711"	"Ascc1"	"ASCC1"
"17712"	"Cass4"	"CASS4"
"17713"	"Oaz2"	"OAZ2"
"17714"	"Cdnf"	"CDNF"
"17715"	"Gpr27"	"GPR27"
"17716"	"Tmeff2"	"TMEFF2"
"17717"	"Kcns2"	"KCNS2"
"17718"	"Zfp280c"	"ZNF280C"
"17719"	"Slc16a13"	"SLC16A13"
"17720"	"Efna2"	"EFNA2"
"17721"	"Ccdc59"	"CCDC59"
"17722"	"Ndufb10"	"NDUFB10"
"17723"	"Ceacam1"	"PSG2"
"17724"	"Ceacam1"	"PSG9"
"17725"	"Col6a6"	"COL6A6"
"17726"	"Myo5a"	"MYO5A"
"17727"	"Scn9a"	"SCN9A"
"17728"	"Mroh9"	"MROH9"
"17729"	"Dlec1"	"DLEC1"
"17730"	"Msmp"	"MSMP"
"17731"	"Eif2b3"	"EIF2B3"
"17732"	"Foxf1"	"FOXF1"
"17733"	"Iqcd"	"IQCD"
"17734"	"Phkb"	"PHKB"
"17735"	"Oc90"	"OC90"
"17736"	"Nampt"	"NAMPT"
"17737"	"Ung"	"UNG"
"17738"	"Kcne3"	"KCNE3"
"17739"	"Mcrip1"	"MCRIP1"
"17740"	"Rbm19"	"RBM19"
"17741"	"Mrgprx1"	"MRGPRX1"
"17742"	"Mrgprx1"	"MRGPRX2"
"17743"	"Hspd1"	"HSPD1"
"17744"	"Rgs7"	"RGS7"
"17745"	"Phlpp2"	"PHLPP2"
"17746"	"Hif3a"	"HIF3A"
"17747"	"Maz"	"MAZ"
"17748"	"Tepsin"	"TEPSIN"
"17749"	"Cdc40"	"CDC40"
"17750"	"Fis1"	"FIS1"
"17751"	"Arf1"	"ARF1"
"17752"	"Utp4"	"UTP4"
"17753"	"Icam4"	"ICAM4"
"17754"	"Ccp110"	"CCP110"
"17755"	"Car7"	"CA7"
"17756"	"Slc17a8"	"SLC17A8"
"17757"	"Prok2"	"PROK2"
"17758"	"Ackr4"	"ACKR4"
"17759"	"Ano4"	"ANO4"
"17760"	"Emc8"	"EMC8"
"17761"	"D16Ertd472e"	"C21orf91"
"17762"	"Scrib"	"SCRIB"
"17763"	"Cd86"	"CD86"
"17764"	"Erc2"	"ERC2"
"17765"	"Atp2a2"	"ATP2A2"
"17766"	"Rbm4"	"RBM4"
"17767"	"Snip1"	"SNIP1"
"17768"	"Vps37d"	"VPS37D"
"17769"	"Triap1"	"TRIAP1"
"17770"	"Phkg1"	"PHKG1"
"17771"	"Cntrl"	"CNTRL"
"17772"	"Uqcrc1"	"UQCRC1"
"17773"	"Fbxl8"	"FBXL8"
"17774"	"Fah"	"FAH"
"17775"	"Plcxd1"	"PLCXD1"
"17776"	"Itih2"	"ITIH2"
"17777"	"Klk1b11"	"KLK3"
"17778"	"Fzd5"	"FZD5"
"17779"	"Rabepk"	"RABEPK"
"17780"	"Spink2"	"SPINK2"
"17781"	"Ppp2r3d"	"PPP2R3B"
"17782"	"Mknk1"	"MKNK1"
"17783"	"Kera"	"KERA"
"17784"	"Bcl7c"	"BCL7C"
"17785"	"Fn1"	"FN1"
"17786"	"Fbxl19"	"FBXL19"
"17787"	"Sirt4"	"SIRT4"
"17788"	"Foxo4"	"FOXO4"
"17789"	"Nup37"	"NUP37"
"17790"	"Twist2"	"TWIST2"
"17791"	"Klre1"	"KLRC4"
"17792"	"Klre1"	"KLRC4-KLRK1"
"17793"	"Klre1"	"KLRC3"
"17794"	"Klre1"	"KLRC2"
"17795"	"Klre1"	"KLRC1"
"17796"	"Trmt1"	"TRMT1"
"17797"	"Sypl"	"SYPL1"
"17798"	"Gng8"	"GNG8"
"17799"	"Snord15b"	"SNORD15B"
"17800"	"Ints6l"	"INTS6L"
"17801"	"Spic"	"SPIC"
"17802"	"Scaper"	"SCAPER"
"17803"	"Znhit3"	"ZNHIT3"
"17804"	"Pgm2l1"	"PGM2L1"
"17805"	"Nfasc"	"NFASC"
"17806"	"Usp39"	"USP39"
"17807"	"Heatr1"	"HEATR1"
"17808"	"Sf3b1"	"SF3B1"
"17809"	"Rbp2"	"RBP2"
"17810"	"Dhodh"	"DHODH"
"17811"	"Klri1"	"KLRC4"
"17812"	"Klri1"	"KLRC4-KLRK1"
"17813"	"Klri1"	"KLRC3"
"17814"	"Klri1"	"KLRC2"
"17815"	"Klri1"	"KLRC1"
"17816"	"Necab2"	"NECAB2"
"17817"	"Me3"	"ME3"
"17818"	"Otoa"	"OTOA"
"17819"	"Rnf10"	"RNF10"
"17820"	"Fam107b"	"FAM107B"
"17821"	"Trim42"	"TRIM42"
"17822"	"Rhbdf1"	"RHBDF1"
"17823"	"Ilkap"	"ILKAP"
"17824"	"Oxld1"	"OXLD1"
"17825"	"Hagh"	"HAGH"
"17826"	"Vgll4"	"VGLL4"
"17827"	"Rhou"	"RHOU"
"17828"	"Fzd3"	"FZD3"
"17829"	"Grk6"	"GRK6"
"17830"	"Sec61a1"	"SEC61A1"
"17831"	"Rptor"	"RPTOR"
"17832"	"Cx3cl1"	"CX3CL1"
"17833"	"Opn1sw"	"OPN1SW"
"17834"	"Tbx5"	"TBX5"
"17835"	"Zfp273"	"ZNF429"
"17836"	"Slc46a1"	"SLC46A1"
"17837"	"Ccdc66"	"CCDC66"
"17838"	"Cenpn"	"CENPN"
"17839"	"Fbxo27"	"FBXO27"
"17840"	"Ftcd"	"FTCD"
"17841"	"Mlxipl"	"MLXIPL"
"17842"	"Amer1"	"AMER1"
"17843"	"Csf2ra"	"CSF2RA"
"17844"	"Syt3"	"SYT3"
"17845"	"Rab4a"	"RAB4A"
"17846"	"Lrp2"	"LRP2"
"17847"	"Cdkn2aip"	"CDKN2AIP"
"17848"	"Kif19a"	"KIF19"
"17849"	"Klk1b16"	"KLK3"
"17850"	"Rhd"	"RHCE"
"17851"	"Phf6"	"PHF6"
"17852"	"Cpsf2"	"CPSF2"
"17853"	"Cog5"	"COG5"
"17854"	"Ndufa1"	"NDUFA1"
"17855"	"C2cd3"	"C2CD3"
"17856"	"Nfatc2ip"	"NFATC2IP"
"17857"	"Cd200r1"	"CD200R1"
"17858"	"Cux1"	"CUX1"
"17859"	"Plekha4"	"PLEKHA4"
"17860"	"Gm2016"	"EIF1AX"
"17861"	"March10"	"MARCHF10"
"17862"	"Prr7"	"PRR7"
"17863"	"Rnpep"	"RNPEP"
"17864"	"Unc119b"	"UNC119B"
"17865"	"Ramp1"	"RAMP1"
"17866"	"Tas2r130"	"TAS2R7"
"17867"	"Svil"	"SVIL"
"17868"	"Zfp874a"	"ZNF429"
"17869"	"Pla2g15"	"PLA2G15"
"17870"	"Cd3g"	"CD3G"
"17871"	"Nprl3"	"NPRL3"
"17872"	"Nono"	"NONO"
"17873"	"Dlg3"	"DLG3"
"17874"	"Scn4a"	"SCN4A"
"17875"	"Glipr1l1"	"GLIPR1L1"
"17876"	"Txndc16"	"TXNDC16"
"17877"	"Kars"	"KARS1"
"17878"	"Trhde"	"TRHDE"
"17879"	"Slc41a3"	"SLC41A3"
"17880"	"Parp10"	"PARP10"
"17881"	"Psmd6"	"PSMD6"
"17882"	"Gm11596"	"KRTAP4-3"
"17883"	"Fat1"	"FAT1"
"17884"	"Taf1"	"TAF1"
"17885"	"Scpep1"	"SCPEP1"
"17886"	"Sft2d3"	"SFT2D3"
"17887"	"Alx1"	"ALX1"
"17888"	"Orai1"	"ORAI1"
"17889"	"Ppat"	"PPAT"
"17890"	"Tmem121"	"TMEM121"
"17891"	"Krt14"	"KRT14"
"17892"	"Krt40"	"KRT40"
"17893"	"Setd3"	"SETD3"
"17894"	"Olfr1325"	"OR13H1"
"17895"	"Abcc12"	"ABCC12"
"17896"	"Bglap"	"BGLAP"
"17897"	"Mrgpra2b"	"MRGPRX1"
"17898"	"Mrgpra2b"	"MRGPRX2"
"17899"	"Lpar5"	"LPAR5"
"17900"	"Ugt1a6a"	"UGT1A6"
"17901"	"Cd3d"	"CD3D"
"17902"	"Gon4l"	"GON4L"
"17903"	"Pdik1l"	"PDIK1L"
"17904"	"Col6a2"	"COL6A2"
"17905"	"Six2"	"SIX2"
"17906"	"Cln3"	"CLN3"
"17907"	"Mras"	"MRAS"
"17908"	"Gm3285"	"KRTAP4-5"
